"name","comm"
"isdl.weblogs.us","con"
"itscomedowntothis.blogspot.com","con"
"itznewstome.blogspot.com","con"
"jacklewis.net","con"
"janegalt.net","con"
"jchristopherfeng.com","con"
"jeffblanco.blogdrive.com","con"
"jewishworldreview.com","con"
"jg-spot.blogspot.com","con"
"jihadwatch.org","con"
"jlynnsmith30.blogspot.com","con"
"joatmoaf.typepad.com/i_love_jet_noise","con"
"joepublicus.blogspot.com","con"
"johnkerrymustlose.com","con"
"johnnbrown.blogspot.com","con"
"jokerstotheright.blogspot.com","con"
"joshferguson.blogspot.com","con"
"journals.aol.com/lily990016/pissoffliberals","con"
"journals.aol.com/mark24609/myblog","con"
"jperspective.com","con"
"jquinton.com","con"
"jrogg.blogspot.com","con"
"juntoboys.blogspot.com","con"
"justalkin.us","con"
"kalblog.com","con"
"kausfiles.com","con"
"keithy1028.bravejournal.com","con"
"kellipundit.blogspot.com","con"
"kenshepherd.blogspot.com","con"
"kevincourser.blogspot.com","con"
"kimdutoit.com/dr/weblog.php","con"
"king-of-fools.com","con"
"kitchennetwork.blogspot.com","con"
"la4israel.org/wordpress","con"
"ladymac.com","con"
"lahargis.blogspot.com","con"
"larsonreport.com","con"
"lashawnbarber.blogspot.com","con"
"lashawnbarber.com","con"
"laughatliberals.com","con"
"laughingwolf.net","con"
"lawguy.blogspot.com","con"
"valuerightnews.blogspot.com","con"
"leftcoastconservative.blogspot.com","con"
"legendgames.net/myblog.asp","con"
"libertarianjackass.blogspot.com","con"
"littlegreenfootballs.com/weblog","con"
"littlegreenfootballs.com/weblog/weblog.php","con"
"littletinylies.com","con"
"livejournal.com/users/bambenek","con"
"livinginbabylon.blogspot.com","con"
"lonewacko.com","con"
"loosecoin.blogspot.com","con"
"lt-smash.us","con"
"lucianne.com","con"
"luxeword.com","con"
"madanthony.org","con"
"made4theinternet.blogspot.com","con"
"madtechspeaks.blogspot.com","con"
"magnificentfreedom.us","con"
"manifestcontent.net","con"
"mantic.squarespace.com","con"
"mariestwocents.blogspot.com","con"
"markheimonen.blogspot.com","con"
"marknicodemo.blogspot.com","con"
"marksteyn.com","con"
"martinipundit.com","con"
"martydee.com/poligov","con"
"matthewstinson.com/blog","con"
"mattresspolice.com","con"
"maybeithinktoomuch.com","con"
"mdcbowen.org/cobb","con"
"meckz.net","con"
"mementomoron.blogspot.com","con"
"messopotamian.blogspot.com","con"
"metallicity.com/mb.asp","con"
"mhking.mu.nu","con"
"michaeltotten.com","con"
"michellemalkin.com","con"
"midwestrightwingers.blogspot.com","con"
"mikesamerica.blogspot.com","con"
"millers_time.typepad.com","con"
"mindspring.com/~gsb3/blogger.html","con"
"mobile.blogcastlive.com","con"
"moorewatch.com","con"
"mostlycajun.com","con"
"motgs.com","con"
"mtvirtus.blogspot.com","con"
"mudandphud.blogspot.com","con"
"mudvillegazette.com","con"
"musicfromthebluelight.com/b","con"
"mwilliams.info","con"
"my2cent.blogspot.com","con"
"myaisling.blogspot.com","con"
"mycatharsis.com","con"
"mydamascusroad.blogspot.com","con"
"myechochamber.blogspot.com","con"
"mypetjawa.mu.nu","con"
"nashvilletruth.blogspot.com","con"
"nationalbird.net","con"
"nationalcenter.org/blog.html","con"
"nationalnewsregister.com/modules/wordpress","con"
"nationalreview.com/thecorner","con"
"nationalreview.com/thecorner/corner.asp","con"
"neoconservatives.blogspot.com","con"
"neoconswatch.blogspot.com","con"
"neonbrainiac.nu/mt/blog","con"
"nerepublican.blogspot.com","con"
"neverwrongnever.blogspot.com","con"
"newcounterculture.com/log","con"
"newsbloggers.blogspot.com","con"
"newsjungle.blogspot.com","con"
"newsnik.com","con"
"nicedoggie.net","con"
"nickiegoomba.blogspot.com","con"
"nicoladellarciprete.blogs.com","con"
"noguru.tblog.com","con"
"nomayo.mu.nu","con"
"nonboxthinking.blogspot.com","con"
"nykola.com","con"
"o4tom.blogspot.com","con"
"officesmileman.com","con"
"ofthemind.blogspot.com","con"
"ogresview.blogspot.com","con"
"okieonthelam.com","con"
"oldfashionedwhippersnapper.blogspot.com","con"
"onthewire.blogspot.com","con"
"opiniontimes.blogspot.com","con"
"opiniontimes.com","con"
"oppb.com","con"
"orthogonian.blogspot.com","con"
"outsidethebeltway.com","con"
"pajamaeditors.blogspot.com","con"
"pajamahadin.com","con"
"pajamajournalist.blogspot.com","con"
"palominas.blogspot.com","con"
"papadoc.net/pinkflamingobar.html","con"
"pardonmyenglish.com","con"
"patrickmcclarty.blogspot.com","con"
"patrickruffini.com","con"
"patriot-paradox.com","con"
"patriotblog.com","con"
"patriotism101.blogspot.com","con"
"patriotsforbush.com","con"
"patterico.com","con"
"pejmanesque.com","con"
"pennsylvanianinexile.blogspot.com","con"
"perryvsworld.blogspot.com","con"
"philomathean.blogs.com","con"
"piano-tuning.net/blog","con"
"poeticvalues.blogspot.com","con"
"poliblogger.com","con"
"polipundit.com","con"
"politicalanimals.blogspot.com","con"
"politicaldogs.org","con"
"politicalmusings.net","con"
"politicalpie.modblog.com","con"
"politicaltracker.com","con"
"politicaltracker.com/blog/weblog.php","con"
"politicalvicesquad.blogspot.com","con"
"poorjustin.blogspot.com","con"
"poweragerambleson.blogspot.com","con"
"powerlineblog.com","con"
"powerpundit.com","con"
"powervacuum.org","con"
"presidentreagan.info/discussion","con"
"professorbainbridge.com","con"
"prolifeblogs.com","con"
"propagandamachine.blogspot.com","con"
"prosandcons.us","con"
"punditguy.com","con"
"punditz.journalspace.com","con"
"qoae.net","con"
"quante.blogspot.com","con"
"quibbles-n-bits.com","con"
"quimundus.modblog.com","con"
"quimundus.squarespace.com","con"
"r21online.com","con"
"r2korn.blogdrive.com","con"
"rabner.blogspot.com","con"
"radioequalizer.blogspot.com","con"
"raincrossblog.com","con"
"randomjottings.net","con"
"rant.st","con"
"ratherbiased.com/news","con"
"rathergate.com","con"
"realclearpolitics.com","con"
"realordeal.blogspot.com","con"
"rebrand-democrat.txfx.net","con"
"reckersau.blogspot.com","con"
"redmindbluestate.blogspot.com","con"
"rednyc.blogspot.com","con"
"redstate.org","con"
"redstatealliance.blogspot.com","con"
"reggiescorner.blogspot.com","con"
"regimechangeiran.com","con"
"renpro.kwcom.net","con"
"reporterette.com","con"
"republog.net","con"
"respublica2004.blogspot.com","con"
"retiredwarrant.blogdrive.com","con"
"revone.net/jarhead","con"
"rfburnhertz.net/rf_blog","con"
"richmar.blogspot.com","con"
"right-thinking.com","con"
"rightmoment.blogspot.com","con"
"rightonred.net","con"
"rightperspective.net","con"
"rightrainbow.com","con"
"rightstate.blogspot.com","con"
"rightvoices.com","con"
"rightwingbastardo.blogspot.com","con"
"rightwingbob.com","con"
"rightwingdude.squarespace.com","con"
"rightwingjournal.blogspot.com","con"
"rightwingnews.com","con"
"rightwingthinking.blogspot.com","con"
"rightwingtroll.blogspot.com","con"
"rightword.blogspot.com","con"
"riteturnonly.blogspot.com","con"
"robbernard.com","con"
"robertp17.blogspot.com","con"
"rockpaperscissor.blogspot.com","con"
"rockpaperscissors.blogs.com","con"
"rogerlsimon.com","con"
"romeocat.typepad.com","con"
"ron-james.com/blog","con"
"rosenblog.com","con"
"roseoftheknights.com/yank/pride.html","con"
"roughstock.blogspot.com","con"
"ryanshead.com","con"
"samizdata.net/blog","con"
"sarcasticsoutherner.blogspot.com","con"
"sayanythingblog.com","con"
"scha-den-freu-de.blogspot.com","con"
"scrappleface.com","con"
"scrawlville.com","con"
"sebourn.com/weblog","con"
"section-31.blogspot.com","con"
"secureliberty.org/","con"
"sedenteanimo.com","con"
"selfish-souls.com/blog","con"
"sgtstryker.com","con"
"shadydowns.blogspot.com","con"
"shakingspears.blogspot.com","con"
"shallows.blogspot.com","con"
"sharpeblog.cybercatholics.com","con"
"shortfatcorporal.blogspot.com","con"
"sickofliberals.blogspot.com","con"
"sinfactor.blogspot.com","con"
"sistertoldjah.com","con"
"sixmeatbuffet.com","con"
"slantpoint.com","con"
"slingsnarrows.erudite-absurdity.com","con"
"slipofthepen.blogspot.com","con"
"slowplay.com","con"
"slublog.blogspot.com","con"
"smarthomeschool.com","con"
"smashingzero.blogspot.com","con"
"smellyduck.blogspot.com","con"
"sneakeasysjoint.com","con"
"sondrak.com","con"
"soundingthetrumpet.blogspot.com","con"
"southernappeal.blogspot.com","con"
"southernrightwingextremist.blogspot.com","con"
"southernwatch.blogspot.com","con"
"spreadingunderstanding.blogspot.com","con"
"spydrzweb.blogspot.com","con"
"squiggler.braveblog.com","con"
"stan-istan.blogspot.com","con"
"stealthebandwagon.blogspot.com","con"
"stillmanvalley.org/aoo","con"
"stix1972.blogspot.com","con"
"stmonk.blogspot.com","con"
"stolenthunder.blogspot.com","con"
"strategicintelligence.blogspot.com","con"
"streetlog.typepad.com","con"
"summation.net","con"
"sweetgrrrl.blogspot.com","con"
"swfwithattitude.blogspot.com","con"
"swiftreport.blogs.com","con"
"tagorda.com","con"
"talesofawanderingmind.blogspot.com","con"
"talkshowamerica.blogspot.com","con"
"techievampire.net/wppol","con"
"techtrend.com/blog/taranicole","con"
"templeofjennifer.com/blog","con"
"tepid-observer.blogspot.com","con"
"texasbug.blogspot.com","con"
"thatliberalmedia.com","con"
"the-torch.com","con"
"theamericanmind.com","con"
"thebloghill.blogspot.com","con"
"thecommonvirtue.com","con"
"theconservativezone.com","con"
"thecrankfiles.blogspot.com","con"
"thedailygoodnews.com","con"
"thedispatch.blogspot.com","con"
"thedonovan.com","con"
"theglitteringeye.com","con"
"thejessefactor.blogspot.com","con"
"thelastword.blogdrive.com","con"
"theliberalslies.blogspot.com","con"
"themeofabsence.com","con"
"theneo-progressive.blogspot.com","con"
"thenudnikfile.blogspot.com","con"
"thepatriette.com","con"
"thepaytons.org/essays/considerettes","con"
"thepoliticalanimal.com","con"
"thepoliticalteen.net","con"
"therightblog.blogspot.com","con"
"therightcoast.blogspot.com","con"
"therightwingconspiracy.org","con"
"therinsecycle.com","con"
"therostra.blogspot.com","con"
"thesakeofargument.com","con"
"thespoonsexperience.com","con"
"thetarpit.blogspot.com","con"
"thetemplarpundit.blogspot.com","con"
"theunderscore.blogspot.com","con"
"theurbangrind.blogspot.com","con"
"thevaticanofliberalism.com","con"
"thinkingright.us","con"
"thisliberal.com","con"
"thomasgalvin.blogspot.com","con"
"thomaswharry.com","con"
"timblair.net","con"
"timblair.spleenville.com","con"
"tokenyoungconservative.blogspot.com","con"
"tom-hanna.org","con"
"toneofvoice.blogspot.com","con"
"totels.com/bush04","con"
"townhall.com/clog","con"
"truebluegal.blogspot.com","con"
"truthlaidbear.com","con"
"truthliesandcommonsense.blogspot.com","con"
"truthprobe.blogspot.com","con"
"tseytlin.blogspot.com","con"
"tsrightdominion.blogspot.com","con"
"tuckereskew.typepad.com","con"
"twentyfirstcenturyrepublican.blogspot.com","con"
"txfx.net","con"
"unconventionalwisdom.typepad.com","con"
"undercaffeinated.com","con"
"underscorebleach.net/content/jotsheet","con"
"unfetteredmusings.blogspot.com","con"
"unusualhabits.blogspot.com","con"
"usdlaw.blogspot.com","con"
"variousorthodoxies.com","con"
"victorhanson.com","con"
"viewfromaheight.blogspot.com","con"
"viewfromtonka.blogspot.com","con"
"viewpointjournal.com","con"
"vikingpundit.blogspot.com","con"
"virginiapolitics.blogspot.com","con"
"vodkapundit.com","con"
"volokh.com","con"
"warriorscreed.000k3.com","con"
"watchandwait.blogspot.com","con"
"watdanook.blogspot.com","con"
"web.utk.edu/~agroves","con"
"wehavesomeplanes.blogspot.com","con"
"whatsakyer.blogspot.com","con"
"wholewheatblogger.com","con"
"wildweasel.blog-city.com","con"
"williamwebbdotorg.blogspot.com","con"
"winceandnod.blogspot.com","con"
"windingroad.typepad.com","con"
"windsofchange.net","con"
"wizbangblog.com","con"
"writehouse.us","con"
"writingcompany.blogs.com/this_isnt_writing_its_typ","con"
"xanga.com/lockjawtheogre","con"
"xtremerightwing.net","con"
"youngconservative.blogspot.com","con"
"zebrax.blogs.com","con"
"zeke01.blogspot.com","con"
"zeke01.typepad.com","con"
"zeph1z.tripod.com/blog","con"
